CHAVE DOM	ZONA	DOMIC	NUM_FAM	TIPO_IMÓVEL	Nº_CÔMODOS	ESGOTO	AGUA	CONSUMO	RADIO	TV	MAQ_LAV	GELADEIR	CELULAR	TEL_FIXO	MICRO	MICRO_IN	MOTO	AUTO	QTE_FAM	TIPO_DOM	COND_MOR	TMP_CID	TMP_DOM	FAT_EXP DOM		
3-49-1	03	049	1	Casa de alvenaria	6	Rede pública	Rede pública	159	1	4	1	1	3	1	1	1	1	1	1	Particular	Própria	52	6	31,80		
3-51-1	03	051	1	Casa de alvenaria	5	Rede pública	Rede pública	35	1	1	1	1	2	0	0	0	0	1	1	Particular	Própria	4	4	31,80		
3-55-1	03	055	1	Apartamento	5	Rede pública	Rede pública	70	0	1	0	1	1	0	0	0	0	0	1	Particular	Própria	50	5	31,80		
3-56-1	03	056	1	Casa de alvenaria	5	Rede pública	Rede pública	200	1	3	1	1	5	1	1	1	0	1	1	Particular	Própria	51	20	31,80		
3-59-1	03	059	1	Casa de alvenaria	5	Rede pública	Rede pública	100	1	1	1	1	1	0	1	1	0	1	1	Particular	Alugada	2	2	31,80		
3-60-1	03	060	1	Apartamento	5	Rede pública	Rede pública	120	1	1	1	1	2	1	1	1	0	2	1	Particular	Própria	21	21	31,80		
3-63-1	03	063	1	Apartamento	5	Rede pública	Rede pública	100	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	15	12	31,80		
3-65-1	03	065	1	Casa de alvenaria	5	Rede pública	Rede pública	160	1	1	1	1	1	1	1	1	3	1	1	Particular	Própria	55	50	31,80		
3-67-1	03	067	1	Casa de alvenaria	5	Rede pública	Rede pública	180	0	1	1	1	2	1	0	0	0	1	1	Particular	Própria	65	41	31,80		
3-69-1	03	069	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	1	1	1	1	1	1	0	0	0	0	1	Particular	Própria	70	45	31,80		
3-70-1	03	070	1	Apartamento	8	Rede pública	Rede pública	140	1	3	1	1	3	1	1	1	0	1	1	Particular	Própria	30	22	31,80		
3-72-1	03	072	1	Apartamento	5	Rede pública	Rede pública	NI	1	2	1	1	4	1	0	0	0	1	1	Particular	Própria	54	8	31,80		
3-73-1	03	073	1	Apartamento	3	Rede pública	Rede pública	113	1	1	0	1	1	0	0	0	0	1	1	Particular	Própria	32	32	31,80		
3-76-1	03	076	1	Casa de alvenaria	6	Rede pública	Rede pública	70	1	2	1	1	3	1	1	1	1	1	1	Particular	Própria	13	8	31,80		
3-77-1	03	077	1	Casa de alvenaria	7	Rede pública	Rede pública	120	1	1	1	1	3	1	1	1	0	2	1	Particular	Própria	60	35	31,80		
3-78-1	03	078	1	Casa de alvenaria	6	Rede pública	Rede pública	100	1	1	0	1	0	0	0	0	0	0	1	Particular	Própria	49	49	31,80		
3-79-1	03	079	1	Casa de alvenaria	5	Rede pública	Rede pública	70	1	1	0	1	1	0	0	0	0	0	1	Particular	Própria	63	49	31,80		
3-80-1	03	080	1	Casa de alvenaria	6	Rede pública	Rede pública	80	1	1	1	1	2	0	0	0	1	1	1	Particular	Própria	13	3	31,80		
3-81-1	03	081	1	Apartamento	4	Rede pública	Rede pública	65	2	3	1	1	3	1	1	1	0	2	1	Particular	Própria	49	8	31,80		
3-82-1	03	082	1	Casa de alvenaria	4	Rede pública	Rede pública	55	1	1	1	1	0	1	0	0	0	0	1	Particular	Própria	62	32	31,80		
3-84-1	03	084	1	Apartamento	6	Rede pública	Rede pública	70	1	2	1	1	0	1	1	1	0	1	1	Particular	Própria	45	10	31,80		
3-86-1	03	086	1	Casa de alvenaria	6	Rede pública	Rede pública	100	1	1	1	1	1	1	1	1	1	2	1	Particular	Própria	62	42	31,80		
3-87-1	03	087	1	Casa de alvenaria	5	Rede pública	Rede pública	100	2	2	2	1	4	1	1	1	0	2	2	Coletivo	Própria	12	2	31,80		
3-87-2	03	087	2	Casa de alvenaria	5	Rede pública	Rede pública	100	2	2	2	1	4	1	1	1	0	2	2	Particular	Própria	20	20	31,80		
3-88-1	03	088	1	Casa de alvenaria	5	Rede pública	Rede pública	85	1	1	0	1	1	1	1	0	0	1	1	Particular	Própria	27	27	31,80		
3-89-1	03	089	1	Apartamento	5	Rede pública	Rede pública	76	1	1	1	1	2	0	0	1	0	1	1	Particular	Própria	27	4	31,80		
3-92-1	03	092	1	Casa de alvenaria	8	Rede pública	Rede pública	90	1	3	1	1	2	1	1	1	1	1	1	Particular	Própria	70	55	31,80		
3-93-1	03	093	1	Apartamento	5	Rede pública	Rede pública	118	1	2	1	1	1	2	1	1	0	0	1	Particular	Própria	36	6	31,80		
3-94-1	03	094	1	Casa de alvenaria	5	Rede pública	Rede pública	125	1	3	1	0	5	1	1	1	0	0	1	Particular	Própria	65	60	31,80		
3-95-1	03	095	1	Apartamento	6	Rede pública	Rede pública	115	1	4	1	1	4	1	1	1	0	1	1	Particular	Própria	21	2	31,80		
3-96-1	03	096	1	Apartamento	6	Rede pública	Rede pública	100	1	2	1	1	0	1	1	1	0	1	1	Particular	Própria	46	5	31,80		
3-97-1	03	097	1	Casa de alvenaria	4	Rede pública	Rede pública	136	1	1	1	1	4	1	1	1	1	0	1	Particular	Alugada	30	1	31,80		
3-98-1	03	098	1	Casa de alvenaria	1	Rede pública	Rede pública	220	1	1	0	1	0	1	0	0	0	0	1	Particular	Alugada	16	1	31,80		
3-99-1	03	099	1	Casa de alvenaria	5	Rede pública	Rede pública	100	1	2	1	1	2	1	1	1	0	0	1	Particular	Alugada	33	3	31,80		
3-102-1	03	102	1	Casa de alvenaria	3	Rede pública	Rede pública	60	1	2	1	1	1	1	1	1	0	1	1	Particular	Alugada	29	9	31,80		
3-103-1	03	103	1	Casa de alvenaria	6	Rede pública	Rede pública	70	1	2	0	1	0	1	1	1	0	0	1	Particular	Própria	40	3	31,80		
3-105-1	03	105	1	Casa de alvenaria	4	Rede pública	Rede pública	120	1	3	1	1	2	0	0	0	0	0	1	Particular	Própria	19	7	31,80		
3-106-1	03	106	1	Apartamento	5	Rede pública	Rede pública	52	1	2	1	1	5	1	1	1	0	0	1	Particular	Própria	51	7	31,80		
3-107-1	03	107	1	Apartamento	4	Rede pública	Rede pública	170	1	1	1	1	2	0	0	0	0	0	1	Particular	Própria	50	50	31,80		
3-108-1	03	108	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	2	2	1	1	3	1	1	1	0	0	1	Particular	Própria	20	10	31,80		
3-110-1	03	110	1	Casa de alvenaria	5	Rede pública	Rede pública	50	1	3	1	1	3	1	1	1	0	0	1	Particular	Própria	53	53	31,80		
3-111-1	03	111	1	Apartamento	6	Rede pública	Rede pública	75	1	1	1	1	1	0	0	0	0	0	1	Particular	Alugada	30	15	31,80		
3-113-1	03	113	1	Casa de alvenaria	7	Rede pública	Rede pública	NI	3	2	1	1	2	1	0	1	1	1	1	Particular	Própria	30	30	31,80		
3-114-1	03	114	1	Apartamento	6	Rede pública	Rede pública	NI	1	1	0	1	2	0	0	0	0	0	1	Particular	Alugada	7	0	31,80		
3-115-1	03	115	1	Casa de alvenaria	5	Rede pública	Rede pública	178	3	5	2	3	5	1	1	1	0	1	1	Particular	Própria	42	16	31,80		
3-117-1	03	117	1	Casa de alvenaria	7	Rede pública	Rede pública	70	0	1	1	1	4	1	1	1	0	1	1	Particular	Alugada	29	2	31,80		
3-119-1	03	119	1	Casa de alvenaria	8	Rede pública	Rede pública	100	1	4	1	1	2	1	2	1	1	2	1	Particular	Própria	71	9	31,80		
3-120-1	03	120	1	Casa de alvenaria	4	Rede pública	Rede pública	70	1	1	1	1	1	1	0	0	0	1	1	Particular	Própria	40	40	31,80		
3-124-1	03	124	1	Casa de alvenaria	6	Rede pública	Rede pública	100	1	3	1	1	4	1	0	0	0	0	1	Particular	Própria	42	10	31,80		
3-126-1	03	126	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	0	2	1	1	1	1	0	0	0	0	1	Particular	Própria	65	65	31,80		
3-128-1	03	128	1	Apartamento	8	Rede pública	Rede pública	70	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	57	15	31,80		
3-129-1	03	129	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	1	2	1	1	1	1	1	1	0	1	1	Particular	Própria	30	26	31,80		
3-138-1	03	138	1	Casa de alvenaria	6	Rede pública	Rede pública	50	0	1	1	1	1	1	0	0	0	1	1	Particular	Própria	55	44	31,80		
3-140-1	03	140	1	Casa de alvenaria	6	Rede pública	Rede pública	65	1	2	1	1	2	1	1	1	0	1	1	Particular	Própria	35	33	31,80		
4-2-1	04	002	1	Apartamento	5	Rede pública	Rede pública	95	1	2	1	1	2	1	1	1	0	1	1	Particular	Própria	28	6	26,94		
4-3-1	04	003	1	Apartamento	5	Rede pública	Rede pública	113	1	3	1	1	1	1	1	1	0	2	1	Particular	Própria	54	6	26,94		
4-5-1	04	005	1	Apartamento	7	Rede pública	Rede pública	50	1	2	1	1	2	1	1	1	0	1	1	Particular	Própria	39	5	26,94		
4-6-1	04	006	1	Casa de alvenaria	5	Rede pública	Rede pública	73	0	3	1	2	5	1	1	1	0	1	1	Particular	Própria	43	19	26,94		
4-7-1	04	007	1	Casa de alvenaria	5	Rede pública	Rede pública	98	1	3	1	1	2	1	1	1	0	1	1	Particular	Própria	30	10	26,94		
4-8-1	04	008	1	Casa de alvenaria	6	Rede pública	Rede pública	48	2	3	1	1	4	0	1	1	0	1	1	Particular	Própria	51	48	26,94		
4-11-1	04	011	1	Casa de alvenaria	8	Rede pública	Rede pública	80	1	1	1	1	2	0	0	0	0	1	1	Particular	Própria	26	26	26,94		
4-13-1	04	013	1	Casa de alvenaria	4	Rede pública	Rede pública	NI	0	1	1	1	1	1	0	0	1	1	1	Particular	Própria	6	4	26,94		
4-14-1	04	014	1	Casa de alvenaria	8	Rede pública	Rede pública	28	1	2	1	1	2	1	1	1	0	1	1	Particular	Própria	50	15	26,94		
4-15-1	04	015	1	Apartamento	5	Rede pública	Rede pública	50	1	1	0	1	2	1	0	0	0	1	1	Particular	Própria	40	20	26,94		
4-16-1	04	016	1	Casa de alvenaria	5	Rede pública	Rede pública	28	1	2	1	1	0	1	0	0	0	1	1	Particular	Própria	40	13	26,94		
4-18-1	04	018	1	Casa de alvenaria	6	Rede pública	Rede pública	150	0	3	1	1	1	1	1	0	0	1	1	Particular	Própria	60	49	26,94		
4-20-1	04	020	1	Casa de alvenaria	5	Rede pública	Rede pública	67	1	2	1	1	3	1	2	1	0	1	1	Particular	Própria	56	35	26,94		
4-21-1	04	021	1	Apartamento	5	Rede pública	Rede pública	26	0	1	0	1	1	0	0	0	0	0	1	Particular	Própria	46	35	26,94		
4-22-1	04	022	1	Casa de alvenaria	3	Rede pública	Rede pública	60	1	1	0	1	1	1	0	0	0	0	1	Particular	Cedida	54	13	26,94		
4-23-1	04	023	1	Casa de alvenaria	5	Rede pública	Rede pública	120	1	1	0	1	4	2	1	1	0	1	1	Particular	Alugada	38	4	26,94		
4-24-1	04	024	1	Casa de alvenaria	5	Rede pública	Rede pública	85	1	4	1	1	3	1	1	1	0	1	1	Particular	Própria	37	37	26,94		
4-25-1	04	025	1	Casa de alvenaria	7	Rede pública	Rede pública	79	1	1	0	1	2	1	0	0	0	1	1	Particular	Própria	64	48	26,94		
4-26-1	04	026	1	Casa de alvenaria	5	Rede pública	Rede pública	70	0	2	1	1	2	0	1	1	0	1	1	Particular	Alugada	27	1	26,94		
4-27-1	04	027	1	Apartamento	3	Rede pública	Rede pública	45	1	2	1	1	2	1	1	1	1	0	1	Particular	Alugada	24	3	26,94		
4-28-1	04	028	1	Apartamento	5	Rede pública	Rede pública	70	1	1	1	1	2	1	1	1	0	2	1	Particular	Própria	50	1	26,94		
4-29-1	04	029	1	Apartamento	6	Rede pública	Rede pública	22	1	2	1	1	2	0	1	1	0	1	1	Particular	Própria	20	2	26,94		
4-32-1	04	032	1	Apartamento	6	Rede pública	Rede pública	50	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	53	2	26,94		
4-35-1	04	035	1	Apartamento	5	Rede pública	Rede pública	36	1	1	1	1	2	1	1	1	0	1	1	Particular	Própria	32	1	26,94		
4-37-1	04	037	1	Casa de alvenaria	7	Rede pública	Rede pública	NI	0	2	1	1	3	0	0	0	0	0	1	Particular	Própria	29	0	26,94		
4-38-1	04	038	1	Casa de alvenaria	6	Rede pública	Rede pública	56	1	2	1	1	1	1	0	0	0	0	1	Particular	Própria	41	41	26,94		
4-39-1	04	039	1	Casa de alvenaria	6	Rede pública	Rede pública	56	0	2	1	1	1	1	0	0	0	0	1	Particular	Própria	50	39	26,94		
4-40-1	04	040	1	Casa de alvenaria	5	Rede pública	Rede pública	46	1	2	1	1	6	1	1	1	0	3	1	Particular	Própria	43	28	26,94		
4-41-1	04	041	1	Casa de alvenaria	8	Rede pública	Rede pública	74	1	1	1	1	4	1	1	1	0	2	1	Particular	Própria	44	6	26,94		
4-42-1	04	042	1	Casa de alvenaria	1	Rede pública	Rede pública	70	1	1	1	1	1	0	0	0	0	0	1	Particular	Própria	41	30	26,94		
4-43-1	04	043	1	Casa de alvenaria	2	Rede pública	Rede pública	NI	1	0	0	0	1	0	0	0	0	0	1	Particular	Alugada	20	0	26,94		
4-44-1	04	044	1	Casa de alvenaria	3	Rede pública	Rede pública	NI	1	1	1	1	2	0	0	0	0	0	1	Particular	Alugada	9	0	26,94		
4-46-1	04	046	1	Casa de alvenaria	6	Rede pública	Rede pública	128	1	3	1	1	3	1	0	0	0	1	1	Particular	Cedida	16	14	26,94		
4-48-1	04	048	1	Casa de alvenaria	7	Rede pública	Rede pública	65	1	2	1	1	2	1	1	1	0	1	1	Particular	Cedida	39	39	26,94		
4-50-1	04	050	1	Casa de alvenaria	9	Rede pública	Rede pública	48	1	1	1	2	4	0	2	1	0	1	1	Particular	Própria	32	12	26,94		
4-51-1	04	051	1	Apartamento	8	Rede pública	Rede pública	180	0	1	1	2	3	1	0	0	0	0	1	Particular	Própria	48	45	26,94		
4-52-1	04	052	1	Casa de alvenaria	4	Rede pública	Rede pública	39	1	2	1	1	2	0	1	1	0	0	1	Particular	Alugada	28	3	26,94		
4-53-1	04	053	1	Casa de alvenaria	8	Rede pública	Rede pública	120	1	2	1	1	0	1	1	5	0	0	1	Particular	Própria	36	10	26,94		
4-55-1	04	055	1	Casa de alvenaria	11	Rede pública	Rede pública	185	1	3	2	2	4	2	1	1	0	5	1	Particular	Própria	34	30	26,94		
4-56-1	04	056	1	Casa de alvenaria	4	Rede pública	Rede pública	109	1	1	1	1	1	1	0	0	1	2	2	Particular	Própria	33	2	26,94		
4-56-2	04	056	2	Casa de alvenaria	4	Rede pública	Rede pública	109	1	1	1	1	1	1	0	0	1	2	2	Particular	Própria	32	2	26,94		
4-57-1	04	057	1	Casa de alvenaria	5	Rede pública	Rede pública	25	1	2	1	1	1	1	0	0	0	0	1	Particular	Própria	40	38	26,94		
4-59-1	04	059	1	Casa de alvenaria	7	Rede pública	Rede pública	120	1	1	1	1	0	1	1	1	0	1	1	Particular	Própria	38	17	26,94		
4-62-1	04	062	1	Casa de alvenaria	6	Rede pública	Rede pública	145	1	2	1	1	3	1	1	1	0	2	1	Particular	Própria	59	15	26,94		
4-63-1	04	063	1	Casa de alvenaria	5	Rede pública	Rede pública	56	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	51	43	26,94		
4-64-1	04	064	1	Casa de alvenaria	9	Rede pública	Rede pública	120	1	3	1	2	5	1	1	0	1	2	1	Particular	Própria	41	39	26,94		
4-65-1	04	065	1	Casa de alvenaria	5	Rede pública	Rede pública	35	1	1	1	1	0	1	1	5	0	1	1	Particular	Própria	30	30	26,94		
4-66-1	04	066	1	Casa de alvenaria	8	Rede pública	Rede pública	153	0	1	1	1	1	0	1	5	0	0	1	Particular	Própria	55	21	26,94		
4-69-1	04	069	1	Casa de alvenaria	10	Rede pública	Rede pública	119	4	2	1	2	6	1	1	5	0	1	1	Particular	Própria	40	40	26,94		
4-70-1	04	070	1	Casa de alvenaria	5	Rede pública	Rede pública	136	0	1	1	1	3	1	1	1	0	0	1	Particular	Alugada	40	6	26,94		
4-71-1	04	071	1	Casa de alvenaria	5	Rede pública	Rede pública	180	2	3	1	1	2	1	1	1	1	2	1	Particular	Própria	41	41	26,94		
4-72-1	04	072	1	Casa de alvenaria	6	Rede pública	Rede pública	98	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	50	42	26,94		
4-73-1	04	073	1	Casa de alvenaria	7	Rede pública	Rede pública	120	4	3	1	2	3	1	1	1	0	2	1	Particular	Própria	16	10	26,94		
4-77-1	04	077	1	Casa de alvenaria	5	Rede pública	Rede pública	92	1	2	1	1	2	1	1	1	6	1	1	Particular	Própria	36	36	26,94		
4-78-1	04	078	1	Casa de alvenaria	6	Rede pública	Rede pública	67	1	1	1	1	4	0	1	0	1	0	1	Particular	Própria	40	31	26,94		
4-79-1	04	079	1	Casa de alvenaria	6	Rede pública	Rede pública	150	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	30	30	26,94		
4-81-1	04	081	1	Apartamento	7	Rede pública	Rede pública	112	5	3	1	1	3	1	1	1	0	1	1	Particular	Própria	40	7	26,94		
4-85-1	04	085	1	Apartamento	5	Rede pública	Rede pública	38	2	2	1	1	2	0	1	1	0	1	1	Particular	Alugada	2	1	26,94		
4-89-1	04	089	1	Apartamento	7	Rede pública	Rede pública	55	1	2	1	1	1	0	0	0	0	1	1	Particular	Própria	35	5	26,94		
4-90-1	04	090	1	Casa de alvenaria	5	Rede pública	Rede pública	150	2	2	0	1	3	0	1	1	0	1	1	Particular	Própria	42	42	26,94		
4-91-1	04	091	1	Casa de alvenaria	10	Rede pública	Rede pública	120	1	2	1	2	3	1	1	1	0	1	1	Particular	Própria	36	36	26,94		
4-92-1	04	092	1	Apartamento	5	Rede pública	Rede pública	100	1	1	1	1	2	1	1	1	0	1	1	Particular	Própria	40	6	26,94		
4-97-1	04	097	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	1	2	1	1	2	1	1	1	0	2	1	Particular	Própria	34	17	26,94		
4-98-1	04	098	1	Casa de alvenaria	5	Rede pública	Rede pública	56	2	2	1	1	2	1	0	0	0	1	1	Particular	Própria	59	1	26,94		
4-99-1	04	099	1	Casa de alvenaria	10	Rede pública	Rede pública	70	2	2	1	1	2	1	1	0	0	1	1	Particular	Própria	75	50	26,94		
4-100-1	04	100	1	Casa de alvenaria	6	Rede pública	Rede pública	100	1	2	1	1	1	1	1	1	0	0	1	Particular	Alugada	1	1	26,94		
4-101-1	04	101	1	Casa de alvenaria	6	Rede pública	Rede pública	50	1	2	1	1	1	1	1	1	0	2	1	Particular	Própria	59	37	26,94		
4-102-1	04	102	1	Casa de alvenaria	5	Rede pública	Rede pública	38	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	40	40	26,94		
4-103-1	04	103	1	Casa de alvenaria	4	Rede pública	Rede pública	51	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Alugada	39	5	26,94		
4-104-1	04	104	1	Casa de alvenaria	6	Rede pública	Rede pública	35	0	1	0	1	1	0	0	0	0	0	1	Particular	Própria	36	36	26,94		
4-106-1	04	106	1	Apartamento	6	Rede pública	Rede pública	110	1	4	1	1	3	1	1	3	0	1	1	Particular	Própria	64	26	26,94		
4-107-1	04	107	1	Casa de alvenaria	5	Rede pública	Rede pública	60	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Alugada	14	5	26,94		
4-109-1	04	109	1	Casa de alvenaria	6	Rede pública	Rede pública	40	1	2	0	1	3	1	0	0	0	0	1	Particular	Alugada	30	1	26,94		
4-110-1	04	110	1	Apartamento	7	Rede pública	Rede pública	80	2	2	1	2	4	0	0	0	0	0	1	Particular	Alugada	42	1	26,94		
4-112-1	04	112	1	Casa de alvenaria	5	Rede pública	Rede pública	70	1	1	1	1	1	1	0	0	0	0	1	Particular	Própria	56	50	26,94		
4-122-1	04	122	1	Apartamento	5	Rede pública	Rede pública	60	2	1	1	1	2	1	1	1	0	1	1	Particular	Própria	17	2	26,94		
4-125-1	04	125	1	Apartamento	5	Rede pública	Rede pública	117	3	2	1	1	3	1	1	1	0	1	1	Particular	Alugada	15	2	26,94		
4-129-1	04	129	1	Casa de alvenaria	6	Rede pública	Rede pública	174	3	4	1	3	4	1	1	1	0	0	2	Coletivo	Própria	18	6	26,94		
4-129-2	04	129	2	Casa de alvenaria	6	Rede pública	Rede pública	174	3	4	1	3	4	1	1	1	0	0	2	Particular	Própria	18	6	26,94		
4-131-1	04	131	1	Casa de alvenaria	7	Rede pública	Rede pública	67	1	2	1	1	2	1	0	0	0	1	1	Particular	Própria	23	15	26,94		
4-132-1	04	132	1	Casa de alvenaria	4	Rede pública	Rede pública	68	1	2	1	1	2	1	0	0	0	0	1	Particular	Alugada	41	0	26,94		
4-134-1	04	134	1	Casa de alvenaria	5	Rede pública	Rede pública	72	1	2	0	1	1	1	1	1	0	0	1	Particular	Própria	25	25	26,94		
4-136-1	04	136	1	Casa de alvenaria	4	Rede pública	Rede pública	116	1	1	1	1	2	1	1	1	0	1	1	Particular	Própria	22	22	26,94		
4-137-1	04	137	1	Apartamento	5	Rede pública	Rede pública	64	1	1	0	1	1	1	1	1	0	1	1	Particular	Própria	36	30	26,94		
4-139-1	04	139	1	Casa de alvenaria	5	Rede pública	Rede pública	40	1	1	0	1	3	0	0	0	1	1	1	Particular	Alugada	7	7	26,94		
4-140-1	04	140	1	Casa de alvenaria	6	Rede pública	Rede pública	59	1	4	1	1	2	1	1	0	0	1	1	Particular	Própria	43	15	26,94		
4-153-1	04	153	1	Casa de alvenaria	6	Rede pública	Rede pública	220	1	1	1	1	1	1	0	0	0	1	1	Particular	Própria	49	44	26,94		
4-154-1	04	154	1	Casa de alvenaria	7	Rede pública	Rede pública	150	2	2	1	1	2	0	2	1	2	1	1	Particular	Própria	54	35	26,94		
4-155-1	04	155	1	Casa de alvenaria	11	Rede pública	Rede pública	NI	2	5	1	1	5	1	2	1	0	2	1	Particular	Própria	52	16	26,94		
4-157-1	04	157	1	Casa de alvenaria	7	Rede pública	Rede pública	179	1	4	1	1	4	1	1	1	0	3	1	Particular	Própria	35	20	26,94		
5-1-1	05	001	1	Apartamento	8	Rede pública	Rede pública	80	2	1	1	1	1	1	0	1	0	1	1	Particular	Própria	35	30	22,24		
5-4-1	05	004	1	Casa de alvenaria	6	Rede pública	Rede pública	55	1	2	1	1	0	1	1	1	0	1	1	Particular	Própria	47	47	22,24		
5-6-1	05	006	1	Casa de alvenaria	4	Rede pública	Rede pública	26	0	1	1	1	0	1	0	0	0	0	1	Particular	Própria	68	45	22,24		
5-8-1	05	008	1	Casa de alvenaria	7	Rede pública	Rede pública	50	1	1	1	1	3	1	0	1	0	1	1	Particular	Alugada	1	1	22,24		
5-10-1	05	010	1	Casa de alvenaria	4	Não sabe	Rede pública	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	40	23	22,24		
5-12-1	05	012	1	Casa de alvenaria	4	Rede pública	Rede pública	27	0	3	1	1	2	0	0	0	0	0	1	Particular	Própria	35	25	22,24		
5-13-1	05	013	1	Casa de alvenaria	5	Rede pública	Rede pública	15	2	1	0	1	2	0	0	0	0	0	1	Particular	Própria	44	44	22,24		
5-15-1	05	015	1	Casa de alvenaria	2	Rede pública	Rede pública	40	1	1	0	1	2	0	0	0	0	0	1	Particular	Alugada	2	1	22,24		
5-16-1	05	016	1	Apartamento	6	Rede pública	Rede pública	38	0	1	1	1	1	0	1	0	0	0	1	Particular	Própria	1	1	22,24		
5-19-1	05	019	1	Casa de alvenaria	5	Rede pública	Rede pública	78	2	4	1	1	2	1	1	1	0	1	1	Particular	Própria	40	2	22,24		
5-20-1	05	020	1	Casa de alvenaria	6	Rede pública	Rede pública	163	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	40	6	22,24		
5-21-1	05	021	1	Apartamento	6	Rede pública	Rede pública	55	1	1	1	1	3	1	0	3	0	1	1	Coletivo	Alugada	4	4	22,24		
5-23-1	05	023	1	Casa de alvenaria	5	Rede pública	Rede pública	170	3	2	1	1	7	1	2	2	1	2	1	Particular	Alugada	49	7	22,24		
5-24-1	05	024	1	Casa de alvenaria	3	Rede pública	Rede pública	22	0	1	0	1	2	0	0	0	0	0	1	Particular	Própria	40	40	22,24		
5-25-1	05	025	1	Casa de alvenaria	8	Rede pública	Rede pública	100	0	1	1	1	2	1	0	1	0	0	1	Particular	Própria	45	35	22,24		
5-26-1	05	026	1	Casa de alvenaria	6	Rede pública	Rede pública	105	1	2	1	1	3	1	0	1	0	1	1	Particular	Própria	6	6	22,24		
5-27-1	05	027	1	Casa de alvenaria	8	Rede pública	Rede pública	180	2	3	1	1	2	1	1	1	0	1	1	Particular	Própria	86	56	22,24		
5-30-1	05	030	1	Casa de alvenaria	4	Rede pública	Rede pública	80	1	1	1	1	0	1	0	0	0	0	1	Particular	Própria	50	32	22,24		
5-31-1	05	031	1	Casa de alvenaria	5	Rede pública	Rede pública	28	1	2	1	2	8	1	3	3	0	0	3	Particular	Alugada	43	0	22,24		
5-31-2	05	031	2	Casa de alvenaria	5	Rede pública	Rede pública	28	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	3	Particular	Alugada	43	0	22,24		
5-31-3	05	031	3	Casa de alvenaria	5	Rede pública	Rede pública	28	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	3	Particular	Alugada	43	0	22,24		
5-36-1	05	036	1	Apartamento	6	Rede pública	Rede pública	60	1	1	1	1	0	1	0	1	0	1	1	Particular	Própria	3	3	22,24		
5-37-1	05	037	1	Apartamento	6	Rede pública	Rede pública	111	1	2	1	1	1	1	0	1	0	1	1	Particular	Alugada	33	3	22,24		
5-40-1	05	040	1	Casa de alvenaria	6	Rede pública	Rede pública	95	1	2	1	2	1	1	0	1	0	1	1	Particular	Própria	62	44	22,24		
5-41-1	05	041	1	Casa de alvenaria	8	Rede pública	Rede pública	50	1	1	1	1	2	1	0	1	0	1	1	Particular	Própria	31	26	22,24		
5-42-1	05	042	1	Casa de alvenaria	6	Rede pública	Rede pública	178	0	1	1	2	2	1	0	0	0	0	1	Particular	Própria	49	49	22,24		
5-43-1	05	043	1	Casa de alvenaria	5	Rede pública	Rede pública	158	0	2	1	1	1	1	0	1	0	1	1	Particular	Alugada	30	5	22,24		
5-45-1	05	045	1	Casa de alvenaria	6	Rede pública	Rede pública	60	1	2	1	1	0	1	0	0	0	0	1	Particular	Própria	70	30	22,24		
5-46-1	05	046	1	Casa de alvenaria	4	Rede pública	Rede pública	150	1	1	1	1	2	1	0	0	0	1	1	Particular	Própria	74	60	22,24		
5-47-1	05	047	1	Casa de alvenaria	4	Rede pública	Rede pública	49	1	1	1	1	3	0	1	0	0	0	1	Particular	Alugada	3	1	22,24		
5-48-1	05	048	1	Casa de alvenaria	7	Rede pública	Rede pública	120	1	2	1	1	3	1	1	1	0	1	1	Particular	Própria	27	7	22,24		
5-49-1	05	049	1	Casa de alvenaria	6	Rede pública	Rede pública	80	1	1	1	1	1	1	0	1	0	1	1	Particular	Própria	30	1	22,24		
5-52-1	05	052	1	Apartamento	NI	Rede pública	Rede pública	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	25	5	22,24		
5-54-1	05	054	1	Casa de alvenaria	10	Rede pública	Rede pública	120	5	3	1	1	4	0	1	1	0	1	1	Particular	Própria	11	6	22,24		
5-56-1	05	056	1	Casa de alvenaria	6	Rede pública	Rede pública	46	2	1	1	1	1	1	0	0	0	1	1	Particular	Própria	60	48	22,24		
